clave_alumno,materias_aprobadas,materias_reprobadas,materias_totales,promedio_calificaciones,desviacion_calificaciones,duracion_estudios,sexo,prepa,prepa_nombre,carrera,ciudad,colonia,carrera_codificada,ciudad_codificada,colonia_codificada
2924,36,22,58,49.3448275862069,39.444632180621085,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,El Toro,3,137,265
2925,7,0,7,87.0,12.165525060596439,0.0,2,112.0,C.B.T.I.S. 45,Industrial,CULIACAN,Solidaridad,3,137,725
2926,50,0,50,87.12,9.266221297964835,0.0,1,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Los Angeles,3,137,521
2927,50,0,50,93.98,6.297035259645959,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Los Angeles,3,137,521
2928,49,0,49,95.55102040816327,5.996739476894214,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Miguel Leyson,3,137,556
2929,50,2,52,83.73076923076923,19.28335194258975,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Ampliacion Loma Linda,3,137,85
2930,7,0,7,88.14285714285714,12.850792082313726,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,BARRANCOS,3,137,115
2931,49,0,49,85.81632653061224,7.886363413586547,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Universidad 94,3,137,747
2932,50,1,51,84.27450980392157,14.962724927462308,0.0,1,47.0,COBAES 47(PROFR.MIGUEL CASTRO),Industrial,CULIACAN,Issstesin,3,137,438
2933,49,1,50,88.7,14.953328753703184,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Infonavit Jobori,3,137,433
2934,49,0,49,92.81632653061224,6.836402164722548,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Cuauhtemoc,3,137,199
2935,50,1,51,86.25490196078431,14.817345426566666,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Villa de Guadalupe,3,137,784
2936,49,0,49,94.14285714285714,6.003471218109292,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Miguel Hidalgo Y Costilla,3,137,555
2937,49,0,49,95.10204081632654,5.997377544807895,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Villa Union,3,137,783
2938,49,0,49,87.24489795918367,8.761969461458849,0.0,2,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,Santa Natalia,3,275,721
2939,50,2,52,86.21153846153847,18.818364558206184,0.0,1,141.0,UAS (LAZARO CARDENAS MOCORITO),Industrial,MOCORITO,HIG.DE LOS VEGA,3,353,391
2940,51,8,59,73.84745762711864,30.95147122530857,0.0,1,127.0,UAS (NAVOLATO),Industrial,NAVOLATO,Ejidal,3,357,252
2941,49,1,50,93.74,14.420521092229245,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Agustina Ramirez,3,137,76
2942,49,1,50,85.08,14.725848438881137,0.0,1,91.0,ITESM CAMPUS SINALOA,Industrial,CULIACAN,V. DEL RIO PLUS,3,137,751
2943,50,1,51,86.23529411764706,15.7118913378296,0.0,2,85.0,COLEGIO AZTLAN,Industrial,CULIACAN,Margaritas,3,137,550
2944,50,1,51,84.88235294117646,15.803350352154483,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Guadalupe,3,137,384
2945,49,0,49,91.95918367346938,7.421700118777451,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Nueva Vizcaya,3,137,581
2946,50,0,50,86.74,8.499243663829322,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Infonavit Jobori,3,137,433
2947,48,3,51,79.84313725490196,21.92293096191256,0.0,1,91.0,ITESM CAMPUS SINALOA,Industrial,CULIACAN,Gustavo Diaz Ordaz,3,137,386
2948,50,2,52,83.36538461538461,19.09627706880024,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,Canaco,3,137,177
2949,49,0,49,94.63265306122449,6.710358527278991,0.0,2,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,FRAC.NAKAYAMA,3,137,315
2950,8,11,19,36.26315789473684,44.30681174776021,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Primavera,3,137,636
2951,51,2,53,79.69811320754717,17.60417881516114,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,15 de Julio,3,275,5
2952,49,0,49,85.83673469387755,8.627347358776023,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Villa Satelite,3,137,782
2953,5,2,7,62.714285714285715,43.53433237386437,0.0,1,77.0,COLEGIO DEL VALLE A.C.,Industrial,CULIACAN,Villa del Real,3,137,785
2954,49,2,51,86.70588235294117,19.15755111453138,0.0,1,103.0,C.E.T. DEL MAR 28(ALTATA),Industrial,CULIACAN,Primavera,3,137,636
2955,50,0,50,90.98,8.20524968839947,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,INF.BARRANCOSII,3,137,417
2956,34,2,36,81.36111111111111,22.138722092140185,0.0,1,87.0,PREPARATORIA CERVANTES,Industrial,CULIACAN,Priv Lomas del Bosque,3,137,637
2957,50,1,51,85.56862745098039,15.50516675429295,0.0,1,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,El Venadillo,3,137,266
2958,48,9,57,69.75438596491227,31.75423520782834,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,San Joaquin,3,137,714
2959,50,7,57,78.0,30.787288657125078,0.0,2,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,Finisterra,3,137,355
2960,49,0,49,95.38775510204081,6.999453331423497,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Ignacio Allende,3,137,426
2961,50,2,52,83.1923076923077,19.30867778247363,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Lazaro Cardenas,3,137,512
2962,43,15,58,63.327586206896555,38.78749478847689,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Cascadas,3,137,182
2963,51,1,52,88.48076923076923,14.513672235158918,0.0,2,127.0,UAS (NAVOLATO),Industrial,NAVOLATO,CALDERON,3,357,148
2964,49,1,50,89.1,15.788461299445292,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,4 de Marzo,3,137,17
2965,50,2,52,82.75,18.63148821058523,0.0,2,153.0,C.E.T.I.S. 107,Industrial,L. DE LOS RAMOS,,3,303,870
2966,49,0,49,88.42857142857143,8.841191473249896,0.0,2,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Stase,3,137,728
2967,49,0,49,90.34693877551021,7.8197160551821465,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Los Angeles,3,137,521
2968,50,8,58,69.06896551724138,28.955417678668674,0.0,1,85.0,COLEGIO AZTLAN,Industrial,CULIACAN,Gabriel Leyva Velazquez,3,137,380
2969,6,5,11,41.72727272727273,40.110075814166464,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Infonavit Jobori,3,137,433
2970,49,0,49,93.81632653061224,5.911406591595309,0.0,2,190.0,PREPARATORIA ABIERTA (SEP),Industrial,CULIACAN,La Higueras,3,137,500
2971,48,3,51,76.01960784313725,21.054681375958584,0.0,1,108.0,C.B.T.I.S 152,Industrial,ESCUINAPA,Juarez,3,258,463
2972,49,0,49,92.06122448979592,8.03484122241303,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Villa Satelite,3,137,782
2973,50,14,64,63.109375,34.79605760714854,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,IND.,3,137,402
2974,50,0,50,94.58,7.43705559468042,0.0,1,45.0,COBAES 45(PROFR.ALEJANDRO CAL),Industrial,CULIACAN,SIND. EL SALADO,3,137,700
2975,51,4,55,76.72727272727273,22.96007367507742,0.0,1,91.0,ITESM CAMPUS SINALOA,Industrial,CULIACAN,Villa Satelite,3,137,782
2976,51,4,55,78.67272727272727,23.884021115517054,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,Centro,3,137,183
2977,41,11,52,63.67307692307692,34.073577339338016,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Burocrata,3,137,142
2978,49,0,49,93.65306122448979,8.429983739624891,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Los Angeles,3,137,521
2979,51,3,54,81.5,21.498354478494832,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Humaya,3,137,400
2980,50,1,51,82.03921568627452,14.718642307378387,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,El Walamo,3,137,267
2981,50,2,52,87.4423076923077,19.17659261636586,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,La Higueras,3,137,500
2982,49,9,58,70.89655172413794,31.784741818397553,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,Villa de Guadalupe,3,137,784
2983,50,1,51,87.43137254901961,15.163449346320624,0.0,1,55.0,COBAES 55(LIC.RAUL CERVANTES ),Industrial,CULIACAN,Villa del Real,3,137,785
2984,50,0,50,89.94,8.041753286340445,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,Infonavit Jobori,3,137,433
2985,7,0,7,71.42857142857143,3.7796447300922735,0.0,1,30.0,COBAES 30(ING. JUAN DE DIOS B),Industrial,COSTA RICA,Stanza Solare,3,106,727
2986,49,0,49,96.04081632653062,5.446555423971609,0.0,2,158.0,UAS (EL SALADO),Industrial,CULIACAN,Villa del Real,3,137,785
2987,5,2,7,59.714285714285715,41.58010055188373,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,La Higueras,3,137,500
2988,50,7,57,72.78947368421052,28.774825829251505,0.0,1,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Industrial,NAVOLATO,Azucarera,3,357,98
2989,51,4,55,78.10909090909091,24.333084266056154,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,JOBORI,3,275,446
2990,50,1,51,82.07843137254902,14.588821936338661,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,ROSALES,3,137,659
2991,51,1,52,89.90384615384616,14.697284817117586,0.0,2,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Villa de Guadalupe,3,137,784
2992,51,2,53,86.94339622641509,18.938579971073718,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Santa Natalia,3,137,721
2993,50,0,50,93.36,6.143720869509697,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Cuauhtemoc,3,137,199
2994,50,0,50,90.26,7.93290743726178,0.0,2,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Vicente Lombardo Toledano,3,137,777
2995,49,4,53,78.64150943396227,24.578050197766864,0.0,1,150.0,UAS(VICTOR M.TIRADO EL ROSARIO,Industrial,CULIACAN,LOMALINDA,3,137,488
2997,49,0,49,90.87755102040816,7.715332821351111,0.0,2,94.0,COLEGIO MONTFERRANT,Industrial,CULIACAN,Centro,3,137,183
2998,49,1,50,86.62,15.166948491064785,0.0,1,87.0,PREPARATORIA CERVANTES,Industrial,CULIACAN,IND.BRAVO,3,137,404
2999,50,0,50,87.74,7.996963709523047,0.0,2,30.0,COBAES 30(ING. JUAN DE DIOS B),Industrial,COSTA RICA,Centro,3,106,183
3000,50,7,57,74.45614035087719,29.314836672286052,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Centro,3,137,183
3001,51,9,60,72.9,31.994544026405933,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Villa de Guadalupe,3,137,784
3002,45,5,50,77.94,27.72415877158109,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,INF.,3,137,407
3003,7,4,11,55.18181818181818,44.80361186738896,0.0,2,30.0,COBAES 30(ING. JUAN DE DIOS B),Industrial,COSTA RICA,Centro,3,106,183
3004,49,6,55,75.36363636363636,27.835737511844066,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Villa de Guadalupe,3,137,784
3005,49,0,49,93.89795918367346,8.224062504725547,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,EL SALADO CLN,,3,236,870
3006,6,1,7,74.71428571428571,34.32547297908793,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Rincon de Las Plazas,3,137,672
3007,49,0,49,92.9795918367347,7.6933136443233625,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,Morelos,3,275,565
3008,50,0,50,88.3,6.840008354213779,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Villa del Real,3,137,785
3009,50,0,50,90.02,8.35314922893254,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Tierra Blanca,3,137,736
3010,48,4,52,76.01923076923077,24.154316290781512,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Antonio Toledo Corro,3,137,90
3011,50,9,59,71.57627118644068,31.672463505021426,0.0,2,144.0,UAS (GUAMUCHIL),Industrial,CULIACAN,IND.BRAVO,3,137,404
3012,50,0,50,87.54,7.87196005465226,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Infonavit Jobori,3,137,433
3013,50,0,50,89.7,7.157841425845577,0.0,2,129.0,UAS (CARLOS MARX) COSTA RICA,Industrial,CULIACAN,La Higueras,3,137,500
3014,11,1,12,73.58333333333333,24.846650893149775,0.0,1,145.0,Uas (guasave Diurna),Industrial,CULIACAN,Campestre,3,137,176
3015,50,2,52,82.1923076923077,18.456136087383456,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Humaya,3,137,400
3016,49,1,50,86.66,14.558271370809189,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Emiliano Zapata,3,137,268
3017,49,0,49,90.26530612244898,7.158257208182961,0.0,1,21.0,COBAES 21(DR. GENARO SALAZAR ),Industrial,CULIACANCITO CL,,3,157,870
3018,7,0,7,81.57142857142857,8.18244345855081,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Las Granjas,3,137,509
3019,50,2,52,86.36538461538461,19.181311212979427,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Stanza Solare,3,137,727
3020,7,0,7,92.85714285714286,6.986381310057719,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Issstesin,3,137,438
3021,50,3,53,82.56603773584905,22.249035790656933,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Chapultepec,3,137,185
3022,49,0,49,97.48979591836735,4.407013581495182,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,RECURSOS,3,137,649
3023,49,3,52,82.88461538461539,22.406803804021568,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,El Walamo,3,137,267
3024,49,1,50,88.26,15.520638004980096,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Torres Porta Alegre,3,137,739
3025,48,1,49,89.14285714285714,14.554495296413863,0.0,1,56.0,COBAES 56(GRAL. MACARIO GAXIO),Industrial,ANGOSTURA,AGR. INDEPEND,3,36,29
3026,49,0,49,91.93877551020408,7.066376261521019,0.0,1,162.0,INST. CULTURAL DE OCCIDENTE,Industrial,CULIACAN,Las Mañanitas,3,137,510
3027,49,1,50,88.36,14.955389445594115,0.0,1,162.0,INST. CULTURAL DE OCCIDENTE,Industrial,CULIACAN,Los Angeles,3,137,521
3028,49,0,49,94.75510204081633,6.590809928241297,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Ruiz Cortinez Dos,3,137,678
3029,6,1,7,76.71428571428571,34.95098608868466,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Emiliano Zapata,3,137,268
3030,49,1,50,88.76,14.675482817214816,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Las Mañanitas,3,137,510
3031,34,0,34,92.88235294117646,7.189068746883376,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,El Walamo,3,137,267
3032,14,9,23,51.73913043478261,42.96533210445195,0.0,2,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Los Robles,3,137,525
3033,50,3,53,78.9622641509434,21.6056992696113,0.0,1,112.0,C.B.T.I.S. 45,Industrial,ANGOSTURA,,3,36,870
3034,50,2,52,84.1923076923077,19.618956880526028,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Las Granjas,3,137,509
3035,7,0,7,77.71428571428571,9.844021632684575,0.0,1,134.0,UAS (MOCHIS),Industrial,CULIACAN,Miguel Hidalgo Y Costilla,3,137,555
3036,50,0,50,87.58,7.2170150424153166,0.0,2,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Culiacancito,3,137,202
3037,50,0,50,88.64,8.805749513232588,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Hidraulica,3,137,398
3038,49,0,49,87.9795918367347,6.709724894752787,0.0,1,61.0,COBAES 61(PROFR.ENRIQUE FELIX),Industrial,V.A.FLORES NAV.,La Sirena,3,473,502
3039,51,3,54,82.07407407407408,21.649743431179942,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Guadalupe,3,137,384
3040,49,0,49,88.9795918367347,9.16399157008553,0.0,1,20.0,COBAES 20(PROFR.JESUS M. IBAR),Industrial,CULIACAN,Campestre,3,137,176
3041,51,4,55,78.58181818181818,23.990500364604898,0.0,1,103.0,C.E.T. DEL MAR 28(ALTATA),Industrial,NAVOLATO,,3,357,870
3042,50,3,53,77.09433962264151,21.083409583169157,0.0,1,175.0,ITESM CAMPUS MAZATLAN,Industrial,CULIACAN,El Walamo,3,137,267
3043,25,6,31,68.48387096774194,35.236222809056336,0.0,1,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,La Higueras,3,137,500
3044,49,0,49,92.3265306122449,7.157128599928769,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,El Toro,3,137,265
3045,50,2,52,86.42307692307692,19.667177946673583,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Stanza Solare,3,137,727
3046,7,5,12,48.833333333333336,43.79670667015404,0.0,2,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Nuevo Culiacan,3,137,584
3047,44,7,51,71.05882352941177,29.524506271709868,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,IND.,3,137,402
3048,51,3,54,81.74074074074075,22.28645852088695,0.0,2,94.0,COLEGIO MONTFERRANT,Industrial,CULIACAN,Las Granjas,3,137,509
3049,49,1,50,84.48,15.131046607177295,0.0,1,123.0,UAS (AUGUSTO CESAR SANDINO),Industrial,CULIACAN,Libertad,3,137,515
3050,49,0,49,93.93877551020408,6.456289450558097,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Los Angeles,3,137,521
3051,50,1,51,86.90196078431373,15.83193595484871,0.0,1,23.0,COBAES 23(PROFRA.MA.T. DORAME),Industrial,CULIACAN,Domingo Rubi,3,137,215
3052,49,0,49,92.36734693877551,7.061320336733009,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Issstesin,3,137,438
3053,49,1,50,84.82,15.22040788962407,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,La Higueras,3,137,500
3054,7,0,7,84.0,11.789826122551599,0.0,2,60.0,COBAES 60(PROFRA.JESUSITA NE),Industrial,CULIACAN,Adolfo Lopez Mateos,3,137,72
3055,49,0,49,88.85714285714286,7.288689868556622,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Villa del Real,3,137,785
3056,49,1,50,91.06,14.859079544102292,0.0,1,143.0,UAS (ANGOSTURA),Industrial,ANGOSTURA,Centro,3,36,183
3057,49,1,50,85.24,15.012321469991484,0.0,1,92.0,INSTITUTO CHAPULTEPEC,Industrial,CULIACAN,Las Mañanitas,3,137,510
3058,51,5,56,78.21428571428571,25.829309838887426,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,La Higueras,3,137,500
3059,50,0,50,91.28,8.010299492477396,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Cascadas,3,137,182
3060,52,5,57,78.28070175438596,26.188025061879024,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Pradera Dorada Vii,3,137,634
3061,51,1,52,85.73076923076923,14.7477022266287,0.0,2,112.0,C.B.T.I.S. 45,Industrial,CULIACAN,IND.BRAVO,3,137,404
3062,49,7,56,77.01785714285714,30.771587291129208,0.0,1,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Culiacancito,3,137,202
3063,49,1,50,90.98,14.900335566691108,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Villa Satelite,3,137,782
3064,51,1,52,89.03846153846153,14.360842100030945,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Ejidal,3,137,252
3065,48,11,59,69.28813559322033,34.38025237488241,0.0,2,190.0,PREPARATORIA ABIERTA (SEP),Industrial,CULIACAN,Las Mañanitas,3,137,510
3066,41,15,56,62.142857142857146,38.697159196381975,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,FRAC. LOS GIRAS,3,137,303
3067,49,13,62,65.2258064516129,34.81728389084501,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Campestre,3,137,176
3068,49,0,49,93.18367346938776,6.518158831895945,0.0,2,30.0,COBAES 30(ING. JUAN DE DIOS B),Industrial,CULIACAN,La Constancia,3,137,498
3069,48,8,56,67.625,29.010695519850167,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Bachigualato,3,137,129
3070,49,0,49,97.53061224489795,4.614750087203744,0.0,1,142.0,UAS (LA REFORMA),Industrial,ANGOSTURA,Sanchez Celis,3,36,720
3071,50,2,52,82.34615384615384,18.558740465401787,0.0,1,150.0,UAS(VICTOR M.TIRADO EL ROSARIO,Industrial,.CULIACAN,Priv Lomas del Bosque,3,1,637
3072,49,0,49,96.95918367346938,4.2912662451069785,0.0,2,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Vicente Lombardo Toledano,3,137,777
3073,49,0,49,93.28571428571429,7.359800721939871,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Las Granjas,3,137,509
3074,28,14,42,54.26190476190476,39.46721981829769,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,La Sirena,7,137,502
3075,49,0,49,93.63265306122449,6.984190115154788,0.0,2,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Miguel Leyson,3,137,556
3076,49,0,49,93.40816326530613,6.948975845843937,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Ferrocarrilera,3,137,353
3077,36,13,49,65.93877551020408,40.57216213287203,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,El Walamo,3,137,267
3078,49,0,49,94.40816326530613,5.612183054699462,0.0,1,112.0,C.B.T.I.S. 45,Industrial,CULIACAN,Primavera,3,137,636
3079,51,1,52,86.6923076923077,14.641518272202301,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Bugambilias,3,137,141
3080,50,9,59,70.52542372881356,31.247265222241165,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,21,3,137,10
3081,50,0,50,87.7,8.124666398174924,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Nueva Vizcaya,3,137,581
3082,50,2,52,89.46153846153847,19.771698468564228,0.0,2,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,Villa de Guadalupe,3,137,784
3083,49,0,49,89.0,9.888966916046726,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Chula Vista,3,137,188
3084,50,0,50,92.36,7.3644485225179155,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Nueva Vizcaya,3,137,581
3085,50,0,50,90.56,8.468814340067365,0.0,2,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,Infonavit Jobori,3,137,433
3086,49,1,50,90.18,15.124908500313554,0.0,2,94.0,COLEGIO MONTFERRANT,Industrial,CULIACAN,P.COL.PARQUE MO,3,137,598
3087,49,1,50,93.26,15.188354830230287,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,La Higueras,3,137,500
3088,50,2,52,83.34615384615384,18.763632550379768,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,El Chaleco,3,137,255
3089,50,0,50,85.6,8.52607046364387,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Gabriel Leyva Velazquez,3,137,380
3090,50,5,55,75.74545454545455,25.56489069727536,0.0,1,112.0,C.B.T.I.S. 45,Industrial,CULIACAN,La Higueras,3,137,500
3091,41,0,41,91.09756097560975,7.063302620052393,0.0,2,14.0,COBAES 14(PROFRA.IGNACIA ARRA),Bioquimica,CULIACAN,Villa del Real,0,137,785
3092,41,0,41,92.3170731707317,6.408740220941407,0.0,2,55.0,COBAES 55(LIC.RAUL CERVANTES ),Bioquimica,CULIACAN,Santa Natalia,0,137,721
3093,41,0,41,94.36585365853658,7.070205433935335,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Bioquimica,CULIACAN,ROSALES,0,137,659
3094,41,0,41,96.58536585365853,4.432694495203215,0.0,2,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,Emiliano Zapata,0,137,268
3095,41,0,41,86.8780487804878,9.51891569967719,0.0,2,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,San Luis Ii,0,137,716
3096,41,3,44,79.02272727272727,23.152164634710232,0.0,1,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,La Constancia,0,137,498
3097,41,0,41,92.58536585365853,7.713545260631122,0.0,2,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,Industrial El Palmito,0,137,429
3098,5,6,11,39.72727272727273,45.79539476648479,0.0,2,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,ROSALES,0,137,659
3099,41,0,41,88.63414634146342,8.104801347229232,0.0,2,27.0,COBAES 27(LIC.RODOLFO MONJARA),Bioquimica,CULIACAN,Bachigualato,0,137,129
3100,41,1,42,84.61904761904762,15.523314300616535,0.0,2,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,Pradera Dorada Vii,0,137,634
3101,43,4,47,76.87234042553192,25.22991411286334,0.0,2,77.0,COLEGIO DEL VALLE A.C.,Bioquimica,CULIACAN,Villa Union,0,137,783
3102,43,7,50,68.38,29.26577021235643,0.0,1,128.0,UAS (VLADIMIR I. LENIN),Bioquimica,ELDORADO,Centro,0,245,183
3103,41,0,41,97.1951219512195,5.182757529516127,0.0,2,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,Infonavit Jobori,0,137,433
3104,42,3,45,77.95555555555555,22.535785235079256,0.0,1,107.0,C.B.T.I.S. 224,Bioquimica,CULIACAN,Montserrat,0,137,563
3105,41,0,41,89.8780487804878,6.523783878820714,0.0,1,112.0,C.B.T.I.S. 45,Bioquimica,CULIACAN,Las Mañanitas,0,137,510
